snapshot_ts_utc,MMSI,NAME,CALLSIGN,IMO,TYPE,NAVSTAT,LATITUDE,LONGITUDE,SOG,COG,HEADING,ROT,A,B,C,D,DRAUGHT,DEST,ETA,TIME
2026-01-12T19:18:50.969647+00:00,244670173,ZWAANTJE 5,PG7802,0,89,5,51.84988,6.10661,0,360,511,128,5,22,1,4,0,LOBITH,10-01 20:00,2026-01-12 19:12:54 GMT
2026-01-12T19:18:50.969647+00:00,244770498,CORAL,PB7965,0,37,0,51.84594,5.8171,0,360,511,128,25,5,4,1,0,WEURT,03-01 15:45,2026-01-12 19:15:42 GMT
2026-01-12T19:18:50.969647+00:00,244750073,LIBEL,PE7959,0,79,5,51.8553,6.09106,0,0,511,128,81,0,4,5,0.2,LOBITH,01-10 06:31,2026-01-12 19:13:11 GMT
2026-01-12T19:18:50.969647+00:00,269056249,FLB FUERIO,HE6249,0,99,5,47.55011,7.64597,0,360,150,0,13,18,4,2,1.5,,00-00 00:00,2026-01-12 19:11:13 GMT
2026-01-12T19:18:50.969647+00:00,211280440,EILTANK 83,DC3841,0,80,5,51.45188,6.78117,0,256.1,75,0,74,12,2,8,2.5,ESSEN,00-00 00:00,2026-01-12 19:12:11 GMT
2026-01-12T19:18:50.969647+00:00,211498150,EXCELLENCE BARONESS,DJ4194,0,69,5,51.85654,6.0914,0,356.4,511,128,8,102,9,3,1.6,CBS LOBITH,12-19 22:10,2026-01-12 19:02:10 GMT
2026-01-12T19:18:50.969647+00:00,244120310,CAATJE,PD8174,0,37,15,52.01118,6.13193,0,164.7,511,128,24,3,2,3,0,,00-00 00:00,2026-01-12 19:12:15 GMT
2026-01-12T19:18:50.969647+00:00,211507120,RHEINTANK 1,DC2034,0,0,15,51.45072,6.76742,0,119.7,511,128,27,5,5,1,1.9,,00-00 24:60,2026-01-12 19:15:39 GMT
2026-01-12T19:18:50.969647+00:00,244050592,SPES,PD5994,0,69,5,51.97705,5.90662,0,360,511,128,0,0,0,0,1.4,ARNHEM,00-00 00:00,2026-01-12 19:13:20 GMT
2026-01-12T19:18:50.969647+00:00,244660218,ADRIANA,PH4771,0,20,0,51.04557,5.80296,6.9,11,13,0,103,2,4,7,3.2,DE BAKKIES,12-24 18:23,2026-01-12 19:03:57 GMT
2026-01-12T19:18:50.969647+00:00,244700279,ISABEL,PB7708,0,79,0,51.221,6.70826,0,0,511,128,75,15,5,5,0.2,KARLSTADT,01-15 16:53,2026-01-12 19:15:47 GMT
2026-01-12T19:18:50.969647+00:00,211493890,LEMARNA,DD3788,0,79,5,51.85773,6.08935,0,183.4,511,128,71,14,6,4,1.4,OOSTERHOUT HAVEN TE,01-13 10:03,2026-01-12 19:14:10 GMT
2026-01-12T19:18:50.969647+00:00,244750019,LIBRA,PB3902,0,79,0,51.20928,6.70665,0,360,511,128,160,25,10,14,2.9,NEUSS,01-12 21:35,2026-01-12 19:15:46 GMT
2026-01-12T19:18:50.969647+00:00,211626240,GAS 91,DB2925,0,89,0,51.45165,6.75518,0,360,221,0,98,12,4,8,1.5,VLISSINGEN,01-13 23:00,2026-01-12 19:15:44 GMT
2026-01-12T19:18:50.969647+00:00,244137783,LONDEN,PF8327,0,89,0,51.67541,7.75277,4.4,73.4,511,128,86,0,0,10,1,DATTELNHAMMKANAL KM,01-14 10:07,2026-01-12 19:15:34 GMT
2026-01-12T19:18:50.969647+00:00,244060267,VALK 9,PC6356,0,52,5,51.75606,5.8493,0,360,511,128,7,7,1,3,1.3,NIJMEGEN,02-09 11:00,2026-01-12 19:14:38 GMT
2026-01-12T19:18:50.969647+00:00,253242396,MARINA,LX2396,0,99,5,50.97785,6.97484,0,360,511,128,69,15,6,3,2.2,KOELN,12-04 07:00,2026-01-12 19:14:38 GMT
2026-01-12T19:18:50.969647+00:00,244710796,CARMEN,PB8844,0,79,0,51.84981,5.82008,0,360,511,128,48,7,1,6,1.3,BLERICK,01-13 17:00,2026-01-12 19:15:43 GMT
2026-01-12T19:18:50.969647+00:00,244700639,BENTHOS,PF7933,0,79,0,51.09734,6.879,5.6,230,511,128,98,12,5,8,0,MAINZ,12-01 00:00,2026-01-12 19:15:44 GMT
2026-01-12T19:18:50.969647+00:00,244730761,PRINCESSE ROYAL,PD3628,0,69,5,51.84578,5.82118,0,360,511,128,56,6,3,5,1.2,,02-27 00:00,2026-01-12 19:10:29 GMT
2026-01-12T19:18:50.969647+00:00,244660039,SPES NOVA,PI3999,0,70,5,51.85088,5.85072,0,360,511,128,53,5,3,4,1,NIJMEGEN WAALH,08-16 17:30,2026-01-12 19:07:57 GMT
2026-01-12T19:18:50.969647+00:00,211651090,THYSSEN 4,DC5013,0,31,0,51.50281,6.73019,0,169.1,511,128,10,16,9,1,0,,00-00 24:60,2026-01-12 19:02:22 GMT
2026-01-12T19:18:50.969647+00:00,244660177,WIJKERZAND,PD6976,0,90,0,50.47019,7.34951,4.6,154.8,511,128,103,0,5,5,0,BASEL,00-00 24:60,2026-01-12 19:02:30 GMT
2026-01-12T19:18:50.969647+00:00,211179370,NAUTILIA,DC2545,0,99,0,51.42138,6.73393,0.1,190.9,511,128,90,20,8,3,2.5,DUNKERQUE,01-18 18:00,2026-01-12 19:05:27 GMT
2026-01-12T19:18:50.969647+00:00,244660651,ALFA MEA,PB3997,0,79,5,51.21215,6.72695,0,186.4,160,0,6,104,7,5,2,SCHLEUSE KRIEGENBRUN,01-16 13:21,2026-01-12 19:14:40 GMT
2026-01-12T19:18:50.969647+00:00,211534730,RUHR,DC2831,0,99,5,50.95426,6.98394,0,360,227,0,24,0,0,6,0,KOELN,09-01 15:30,2026-01-12 19:15:07 GMT
2026-01-12T19:18:50.969647+00:00,211443110,KVB FRANKEN,DA4377,0,79,1,51.37369,6.71807,2.3,245.3,243,0,172,15,5,7,1.3,ROTTERDAM,00-00 00:00,2026-01-12 19:13:22 GMT
2026-01-12T19:18:50.969647+00:00,244690634,JOVEANTE,PE7008,0,90,0,51.55781,6.05522,10.7,276.6,511,128,95,10,4,6,0,0A0,02-26 00:02,2026-01-12 19:15:42 GMT
2026-01-12T19:18:50.969647+00:00,244770112,LEXKESVEER,PI2783,0,69,0,51.96096,5.68915,0,360,124,0,0,0,0,0,0,HEEN EN WEER,01-23 00:00,2026-01-12 19:15:47 GMT
2026-01-12T19:18:50.969647+00:00,244620975,COTRANS 11,PD3543,0,79,5,51.87906,6.03624,0.1,212.6,511,128,70,10,3,5,3,IJZENDOORN,11-07 14:30,2026-01-12 19:15:38 GMT
2026-01-12T19:18:50.969647+00:00,244660542,VERA,PI3906,0,79,0,49.29439,8.49018,6,182,183,0,95,14,12,0,0,WORTH AM RHEIN,01-12 11:56,2026-01-12 18:49:08 GMT
2026-01-12T19:18:50.969647+00:00,211493880,GODORF,DA8479,0,99,5,51.86765,6.05164,0,269.2,110,0,71,14,4,6,2.5,MAASTRICHT,01-04 17:41,2026-01-12 19:14:56 GMT
2026-01-12T19:18:50.969647+00:00,244180213,RWS 82,PE8888,0,55,5,51.96659,5.80426,0.1,64.6,60,0,10,9,5,1,1.2,ARNHEM,00-00 24:60,2026-01-12 19:14:14 GMT
2026-01-12T19:18:50.969647+00:00,244730309,DRAKAR,PB9363,0,79,5,51.84939,6.10937,0,359.7,279,0,70,3,3,6,0,BRUG SCHUILENBURG,01-13 16:10,2026-01-12 19:13:51 GMT
2026-01-12T19:18:50.969647+00:00,244670236,DYNAMICA,PD 4601,0,79,0,51.17482,6.79906,5,172.8,172,0,197,17,3,9,1.9,KALLO,12-21 22:00,2026-01-12 19:15:44 GMT
2026-01-12T19:18:50.969647+00:00,211634530,HYBRID,DJ6490,0,20,5,51.33157,6.68824,0,360,511,128,92,18,5,6,1.9,WESEL,01-08 13:00,2026-01-12 19:15:45 GMT
2026-01-12T19:18:50.969647+00:00,244690320,LIBERTE,PE3581,0,79,5,51.84802,5.81888,0,360,209,0,86,11,4,7,2,2E KANAALHAVEN TE N,12-17 14:20,2026-01-12 19:14:09 GMT
2026-01-12T19:18:50.969647+00:00,211652810,MS ERFT,DC 2555,0,99,5,51.45588,6.71784,0,360,28,0,13,5,2,2,0.1,HOMBERG,03-31 15:45,2026-01-12 19:11:52 GMT
2026-01-12T19:18:50.969647+00:00,269057543,AMASTELLA,HE7543,0,69,5,51.44817,6.76005,0,360,254,0,10,125,2,10,1.7,WINTHAM,12-31 08:50,2026-01-12 19:14:51 GMT
2026-01-12T19:18:50.969647+00:00,244615528,DE BURCHT,PI8230,0,0,0,51.75323,5.84454,0,359,511,128,11,11,3,3,1,CUIJK,09-26 07:40,2026-01-12 19:15:44 GMT
2026-01-12T19:18:50.969647+00:00,244790510,BDS PILOT,PBYT,0,50,0,51.85136,5.82456,0,291.2,511,128,10,6,3,3,1.3,,00-00 00:00,2026-01-12 19:15:40 GMT
2026-01-12T19:18:50.969647+00:00,211876920,RHEINMAGIE,DH9728,0,60,5,50.93666,6.96398,0,345.7,511,128,25,65,10,10,0,,00-00 24:60,2026-01-12 19:13:23 GMT
2026-01-12T19:18:50.969647+00:00,244700755,OBERON,PD2787,0,79,0,51.95,5.95387,8.1,148.8,511,128,72,13,2,8,0.2,WESEL,01-13 09:00,2026-01-12 19:15:47 GMT
2026-01-12T19:18:50.969647+00:00,244700494, WATERMAN, PI3765,0,52,0,51.56101,6.06296,0,360,511,128,49,21,7,3,2,AIJEN,00-00 24:60,2026-01-12 19:15:15 GMT
2026-01-12T19:18:50.969647+00:00,211512100,MOBY  DICK,DC2012,0,0,0,50.73308,7.10976,0,0,511,128,22,23,6,6,0.2,BONNLINZ UZURUECK,11-05 11:00,2026-01-12 19:15:39 GMT
2026-01-12T19:18:50.969647+00:00,244650162,ANNE,PB2846,0,79,0,51.88645,5.72639,6.9,106.4,511,128,70,10,5,2,0,N,00-00 00:00,2026-01-12 19:15:47 GMT
2026-01-12T19:18:50.969647+00:00,211525600,GRETE MARIE,DF6521,0,80,5,51.44682,6.73156,0,122.5,511,128,74,12,2,8,1.4,DUISBURG,01-09 20:00,2026-01-12 19:13:21 GMT
2026-01-12T19:18:50.969647+00:00,211487620,THERESIA,DC2615,0,60,0,50.67135,7.19317,0,175.8,511,128,8,29,5,4,0,,00-00 24:60,2026-01-12 19:15:46 GMT
2026-01-12T19:18:50.969647+00:00,244690644,ANNA,PD3099,0,52,0,51.75252,5.83667,0,360,511,128,7,13,3,3,1.9,NIJMEGEN,01-05 15:30,2026-01-12 19:15:43 GMT
2026-01-12T19:18:50.969647+00:00,211490230,AMADEUS ELEGANT,DF6170,0,20,5,51.2127,6.70242,0,184.4,511,128,26,86,6,6,1.6,COCHEM,10-17 08:03,2026-01-12 19:14:33 GMT
2026-01-12T19:18:50.969647+00:00,211535300,MAIN-SPESSART,DC9844,0,90,5,51.86327,6.06559,0.1,239.5,131,0,95,15,5,6,0,DUISBURG  TANQUID EX,01-13 13:30,2026-01-12 19:15:17 GMT
2026-01-12T19:18:50.969647+00:00,244180099,FATA MORGANA,PI5572,0,79,0,51.74579,5.886,0,360,123,0,28,10,4,2,1,AADORP,08-16 23:00,2026-01-12 19:15:47 GMT
2026-01-12T19:18:50.969647+00:00,244013027,KEDIA,PC5053,0,79,5,51.85845,5.82713,0,40.6,511,128,68,12,4,5,0,ARNHEM,12-17 15:26,2026-01-12 19:14:33 GMT
2026-01-12T19:18:50.969647+00:00,245921000,ANNE-S,PESM,9213715,70,0,51.42907,6.71808,4.1,140.7,138,0,70,10,5,5,3.2,DENSS,01-13 05:00,2026-01-12 19:15:35 GMT
2026-01-12T19:18:50.969647+00:00,211743670,LENA,DJ7883,0,79,0,51.85112,6.13743,0,360,511,128,70,15,8,2,3,HB-NORDENHAM-HB,00-00 24:60,2026-01-12 19:15:46 GMT
2026-01-12T19:18:50.969647+00:00,211664930,GEREON,DB6175,0,99,5,50.9543,6.98394,0,360,224,0,8,13,2,3,1.1,,01-01 00:00,2026-01-12 19:13:50 GMT
2026-01-12T19:18:50.969647+00:00,244260867,PAX,PI4278,0,37,5,51.9733,5.84377,0,360,511,128,28,5,2,4,1.5,OOSTERBEEK,00-00 00:00,2026-01-12 19:13:53 GMT
2026-01-12T19:18:50.969647+00:00,244630202,ADELAAR,PF8749,0,79,0,51.75546,5.85062,0,91,351,0,86,0,9,0,0,O,00-00 00:00,2026-01-12 19:15:41 GMT
2026-01-12T19:18:50.969647+00:00,244660606,COTRANS 3,PD2685,0,90,0,51.64016,5.98177,0.6,140.3,511,128,80,0,0,9,1,BORN,01-13 11:34,2026-01-12 19:15:44 GMT
2026-01-12T19:18:50.969647+00:00,205214990,MERRIMACK,OT2140,0,70,5,49.7502,8.46835,0,360,511,128,0,0,0,0,2.1,CHATELET,01-17 18:11,2026-01-12 19:12:56 GMT
2026-01-12T19:18:50.969647+00:00,244730092,ZEESTER,PI3283,0,69,0,51.84935,5.87133,0,360,511,128,29,6,5,1,20,NIJME,03-09 17:00,2026-01-12 19:15:32 GMT
2026-01-12T19:18:50.969647+00:00,205378590,STOLT SCHELDE,PE4320,0,80,0,49.61268,8.39882,11.7,309.8,511,128,0,0,0,0,2.5,FRANKFURT MAIN  HOEC,01-13 00:39,2026-01-12 19:15:13 GMT
2026-01-12T19:18:50.969647+00:00,211506960,ERNST KRAMER,DC3211,0,20,5,51.54703,7.15223,0,58.3,511,128,88,18,8,2,0,HERNE,01-11 16:00,2026-01-12 19:10:20 GMT
2026-01-12T19:18:50.969647+00:00,211625590,RHEINTANK 3,DC2252,0,99,15,51.45067,6.76747,0,0,511,128,24,8,5,1,0.2,DUISBURG,00-00 24:60,2026-01-12 19:15:40 GMT
2026-01-12T19:18:50.969647+00:00,244060298,SOMTRANS XVII,PD4609,0,21,5,51.0826,6.85073,0.1,197,511,128,110,0,14,0,2.8,DORMAGEN,12-11 09:30,2026-01-12 19:14:16 GMT
2026-01-12T19:18:50.969647+00:00,211706140,RHENUS-DILLINGEN 1&2,DG8905,0,99,0,51.09358,6.86851,4.6,250.4,243,0,172,0,12,0,2.1,DORDRECHT,08-11 17:00,2026-01-12 19:15:43 GMT
2026-01-12T19:18:50.969647+00:00,205569690,IMAGE,OT5696,0,99,0,51.85489,5.82383,2.4,210.1,511,128,68,12,4,5,0,,12-23 00:00,2026-01-12 19:15:44 GMT
2026-01-12T19:18:50.969647+00:00,244670227,WANDELAAR,PH5839,0,79,0,51.20085,6.69501,0,360,511,128,60,3,4,3,0,,00-00 24:60,2026-01-12 19:15:40 GMT
2026-01-12T19:18:50.969647+00:00,244000919,SHERATAN,PF7462,0,37,5,51.75349,5.84435,0,360,511,128,16,11,4,2,2.8,CUIJK,11-10 16:00,2026-01-12 19:10:34 GMT
2026-01-12T19:18:50.969647+00:00,211473570,NIEDERSACHSEN 11,DB3271,0,20,0,50.97981,6.97472,0,190.5,511,128,75,10,6,3,2.5,KOELN,00-00 00:00,2026-01-12 19:15:45 GMT
2026-01-12T19:18:50.969647+00:00,244000566,VRIJHIJDT,PB6844,0,37,15,51.79735,5.69366,0,360,511,128,0,18,2,2,0,,00-00 00:00,2026-01-12 19:14:14 GMT
2026-01-12T19:18:50.969647+00:00,244921844,INVADO,PI7238,0,80,0,51.48141,6.81946,0.5,71.3,53,0,73,12,5,5,0,ANTWERPEN,03-04 12:12,2026-01-12 19:08:32 GMT
2026-01-12T19:18:50.969647+00:00,211512210,SVB-WAIBEL19,DA4055,0,20,0,49.74356,8.45588,5.6,213,511,128,147,39,56,20,2.3,GERNSHEIM,12-21 23:00,2026-01-12 19:15:43 GMT
2026-01-12T19:18:50.969647+00:00,244660107,GERDA,PF9866,0,79,0,51.87881,5.76852,5.1,105.7,104,0,100,10,4,8,2,DUISBURG,01-13 14:06,2026-01-12 19:15:43 GMT
2026-01-12T19:18:50.969647+00:00,211515020,ADRIAN,DB2270,0,80,0,51.44735,6.73005,0,222.1,511,128,95,15,4,8,1.6,BOTLEK 3E PET,01-13 22:00,2026-01-12 19:15:41 GMT
2026-01-12T19:18:50.969647+00:00,248880000,SCENIC PEARL,9HA2560,0,69,5,51.96311,5.93914,0,6.1,340,0,8,127,7,5,1.8,ARNHEM,12-13 04:00,2026-01-12 19:13:21 GMT
2026-01-12T19:18:50.969647+00:00,244750307,ARCHIPEL,PE3490,0,79,0,51.89964,6.01711,7.8,134.8,136,0,71,15,6,5,0,PANNERDENSE KOP,01-12 19:29,2026-01-12 19:15:45 GMT
2026-01-12T19:18:50.969647+00:00,244670799,CHRISTINA,PE2230,0,99,0,49.78262,6.70264,5.5,215.9,511,128,97,12,5,7,0,,05-19 00:00,2026-01-12 19:15:43 GMT
2026-01-12T19:18:50.969647+00:00,211500300,PANKGRAF,DA3365,0,20,5,51.67918,7.77224,0,278.4,511,128,74,12,4,6,2.4,HAMM,01-04 15:00,2026-01-12 19:13:40 GMT
2026-01-12T19:18:50.969647+00:00,244700573,PIERRE 2,PI2861,0,69,3,51.63338,6.00289,2.4,73.1,511,128,19,17,1,11,0,A,00-00 24:60,2026-01-12 19:15:23 GMT
2026-01-12T19:18:50.969647+00:00,244790535,PANERA,PA4720,0,80,0,50.77788,7.0497,4.9,119.8,511,128,120,15,4,8,0.3,BENDORF  OILTANKING,01-13 13:14,2026-01-12 19:15:42 GMT
2026-01-12T19:18:50.969647+00:00,244750103,ZOEY.V,PG4,0,89,5,51.45279,6.75679,0,0,221,0,95,15,7,5,0,DUISBURG  TANQUID EX,01-12 10:44,2026-01-12 19:13:59 GMT
2026-01-12T19:18:50.969647+00:00,244690996,WILLEM,PH5051,0,99,0,51.89326,6.02376,2.1,250.5,511,128,23,23,13,0,0,,00-00 00:00,2026-01-12 19:15:33 GMT
2026-01-12T19:18:50.969647+00:00,269057079,EXCELLENCE CROWN,HE7079,0,69,5,51.44797,6.75816,0,360,511,128,30,105,5,7,1.5,AMSTERDAM CENTRAAL,01-05 03:51,2026-01-12 19:13:06 GMT
2026-01-12T19:18:50.969647+00:00,269057858,TOSCANA,HE7858,0,80,0,49.26491,8.44349,4,220.1,511,128,98,12,9,3,1.8,STRAATSBURG  WAGRAM,01-13 23:20,2026-01-12 19:10:59 GMT
2026-01-12T19:18:50.969647+00:00,244700685,HIEP,PF8161,0,99,5,51.41784,6.15615,0,1.2,511,128,4,10,2,2,0,,01-22 12:15,2026-01-12 19:11:15 GMT
2026-01-12T19:18:50.969647+00:00,244710944,STATUM,PB8947,0,79,5,51.84887,5.81906,0,360,205,0,92,0,1,10,2.8,HAVEN VAN WANSSUM,01-13 06:45,2026-01-12 19:15:08 GMT
2026-01-12T19:18:50.969647+00:00,244690213,ARISTO,PG3521,0,90,5,51.39582,6.7365,0,360,212,0,95,10,4,7,2.4,UERDINGEN,01-10 17:00,2026-01-12 19:14:00 GMT
2026-01-12T19:18:50.969647+00:00,211360810,RHEINCARGO,DBVR,0,69,0,50.94278,6.96357,0,0,511,128,8,25,5,5,0.2,KLN,00-00 24:60,2026-01-12 19:15:45 GMT
2026-01-12T19:18:50.969647+00:00,256405000,SCENIC OPAL,9HA3904,0,69,5,51.96302,5.93882,0,343,332,0,25,110,8,4,1.8,ARNHEIM,01-01 18:00,2026-01-12 19:13:51 GMT
2026-01-12T19:18:50.969647+00:00,244070507,DYLANNI,PC 3757,0,79,5,49.43984,8.50808,0.1,305.3,134,0,134,1,6,6,3.6,KARLSRUHE,01-13 17:52,2026-01-12 19:15:15 GMT
2026-01-12T19:18:50.969647+00:00,211665560,WSP 13,DC2322,0,99,0,51.45017,6.74153,0,360,511,128,8,10,3,3,1.2,RUHRORT,00-00 00:00,2026-01-12 19:15:39 GMT
2026-01-12T19:18:50.969647+00:00,211514560,CHRISTINE,DC2755,0,53,5,50.772,7.07332,0,360,511,128,50,7,9,5,0,,00-00 24:60,2026-01-12 19:14:29 GMT
2026-01-12T19:18:50.969647+00:00,211510800,AURIGA, DC6002,0,90,5,51.07722,6.85296,0,360,152,0,103,7,10,1,0,ANTWERPEN,12-30 10:00,2026-01-12 19:13:33 GMT
2026-01-12T19:18:50.969647+00:00,244670406,ASPORTO,PC5761,0,89,0,51.5526,6.67989,4.3,204.5,511,128,56,10,3,4,2.6,VAN HIER TOT GUNTER,03-20 12:17,2026-01-12 19:14:35 GMT
2026-01-12T19:18:50.969647+00:00,244730044,TOSSA,PB3635,0,79,5,51.01575,6.96655,0,338.4,285,0,112,14,15,9,2.2,OLHAFEN KOLNNIEHL II,12-17 09:32,2026-01-12 19:14:25 GMT
2026-01-12T19:18:50.969647+00:00,211405660,THYSSEN 2,DH5759,0,79,4,51.50662,6.72874,0,360,123,0,99,5,10,2,1.7,DUISBURG,07-11 03:00,2026-01-12 19:15:42 GMT
2026-01-12T19:18:50.969647+00:00,244150209,VLIELAND,PB8133,0,79,0,51.99394,6.10034,6.3,252,254,0,99,11,8,4,0,DUISBURG,01-13 14:26,2026-01-12 19:15:41 GMT
2026-01-12T19:18:50.969647+00:00,211495540,STADT HEILBRONN,DF3704,0,20,5,51.43126,6.74895,0,54.9,511,128,90,15,9,3,0,SCHWELGERN,01-14 08:00,2026-01-12 19:14:42 GMT
2026-01-12T19:18:50.969647+00:00,211770480,BILGENENTOELER 10,DA6060,0,90,5,51.45593,6.76203,0,360,511,128,27,13,7,1,0,DUISBURG,12-07 18:00,2026-01-12 19:15:20 GMT
2026-01-12T19:18:50.969647+00:00,256403000,EMERALD DAWN,9HA3902,0,99,5,51.96331,5.93932,0,360,333,0,2,133,3,9,1.7,PASSAU,12-21 07:00,2026-01-12 19:15:08 GMT
