MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
368106292,2020-06-14T00:00:00,29.99898,-93.76980,0.0,355.1,273.0,,,,,12,,,,,A
368018190,2020-06-14T00:00:00,30.70731,-88.04331,0.0,273.0,300.0,,,,,0,,,,,A
316037865,2020-06-14T00:00:00,42.02587,-82.60252,0.0,4.9,192.0,,,,,0,,,,,A
367342330,2020-06-14T00:00:00,29.38085,-89.59468,0.0,315.6,511.0,,,,,15,,,,,A
368084040,2020-06-14T00:00:00,37.05746,-88.39577,0.0,360.0,511.0,,,,,15,,,,,A
319179100,2020-06-14T00:00:02,39.71324,-73.41409,11.5,46.4,48.0,,,,,0,,,,,A
368142150,2020-06-14T00:00:02,29.66601,-91.09834,0.0,360.0,511.0,,,,,15,,,,,A
367765000,2020-06-14T00:00:03,48.75402,-122.50593,0.1,228.0,511.0,,,,,0,,,,,A
232019873,2020-06-14T00:00:04,40.61610,-74.05501,0.1,222.9,345.0,,,,,1,,,,,A
367414130,2020-06-14T00:00:05,43.85037,-69.62719,0.0,360.0,511.0,BENNIE ALICE,,WDE9151,60,15,19,5,,,A
368093120,2020-06-14T00:00:06,30.18562,-92.59904,0.0,293.5,279.0,,,,,11,,,,,A
367387160,2020-06-14T00:00:06,38.17976,-85.90061,0.0,0.0,511.0,,,,,15,,,,,A
367474640,2020-06-14T00:00:07,42.34173,-71.03358,0.2,259.5,511.0,,,,,0,,,,,A
338999000,2020-06-14T00:00:07,32.66216,-117.11952,0.0,115.3,511.0,,,,,0,,,,,A
367659690,2020-06-14T00:00:08,41.58119,-70.89627,1.0,166.0,511.0,,,,,15,,,,,A
367063460,2020-06-14T00:00:08,43.55801,-91.23447,0.0,360.0,511.0,,,,,5,,,,,A
368066840,2020-06-14T00:00:08,44.23468,-91.89347,5.3,6.4,511.0,,,,,15,,,,,A
338143481,2020-06-14T00:00:09,35.84004,-75.61886,0.1,83.1,511.0,SHARON G    II,IMO0000000,WDG3194,30,,18,6,,,B
338316826,2020-06-14T00:00:10,40.82905,-73.70771,0.3,360.0,511.0,MEMORIES MADE,IMO0000000,,37,,15,4,,,B
368067220,2020-06-14T00:00:11,55.35535,-131.69930,0.0,360.0,511.0,,,,,5,,,,,A
368090850,2020-06-14T00:00:10,29.72009,-95.24818,0.0,274.5,511.0,,,,,12,,,,,A
338332024,2020-06-14T00:00:11,33.72345,-118.28056,0.3,232.0,511.0,,,,,0,,,,,A
368017750,2020-06-14T00:00:11,41.54314,-88.08197,6.6,198.4,511.0,,,,,12,,,,,A
319155500,2020-06-14T00:00:12,24.55615,-81.81548,0.3,206.1,354.0,,,,,1,,,,,A
368136510,2020-06-14T00:00:12,32.78569,-79.91046,0.0,360.0,511.0,BRAVO,IMO0000000,WDL4955,37,,30,6,,,B
3669999,2020-06-14T00:00:13,33.72338,-118.28067,0.1,233.6,511.0,,,,,0,,,,,A
366843020,2020-06-14T00:00:13,39.22078,-76.44101,0.1,122.6,511.0,,,,,15,,,,,A
368102010,2020-06-14T00:00:15,41.09366,-72.36035,6.9,194.6,511.0,,,,,15,,,,,A
368056830,2020-06-14T00:00:17,33.61823,-117.92767,0.0,223.2,511.0,SEA PATRON,IMO0000000,WDK4600,37,,0,0,,,B
368043470,2020-06-14T00:00:17,27.88121,-97.27247,0.0,3.6,207.0,,,,,5,,,,,A
367680580,2020-06-14T00:00:17,47.64448,-122.31332,0.8,210.3,138.0,DOUG-OUT,IMO0000000,WDI2676,37,,13,4,,,B
368131890,2020-06-14T00:00:17,29.91081,-89.91720,0.0,356.6,316.0,,,,,0,,,,,A
368111560,2020-06-14T00:00:18,40.79340,-73.78167,0.3,360.0,511.0,,,,,0,,,,,A
367561320,2020-06-14T00:00:00,29.70586,-91.21820,0.0,301.3,511.0,MR ROLAND,,WDG6848,31,0,19,7,,,A
367778540,2020-06-14T00:00:01,29.51677,-94.89121,0.1,360.0,154.0,SOLANA,,WDJ4528,37,,,,,,B
338997000,2020-06-14T00:00:08,39.01944,-75.15061,1.1,182.9,53.0,MCFARLAND,IMO7739856,AEGB,90,3,97,22,7.0,33,A
367154110,2020-06-14T00:00:20,47.65696,-122.36723,0.0,250.2,136.0,OCEAN HUNTER,IMO8036550,WDD5129,30,7,26,7,,,A
367666060,2020-06-14T00:00:27,33.91664,-78.02331,0.1,282.0,511.0,CAPE FEAR PILOT III,,WDH9241,,15,15,,,,A
369045000,2020-06-14T00:00:33,26.40440,-90.69858,1.2,13.2,307.0,HARVEY STONE,IMO9752577,WHSO,90,3,64,,,,A
366811310,2020-06-14T00:00:10,47.58821,-122.34330,0.0,218.8,171.0,JAMES T QUIGG,IMO7129477,WDA4612,31,0,32,9,,,A
367559550,2020-06-14T00:00:16,38.94857,-74.90601,0.0,0.0,511.0,KIM & JR II,IMO8961406,WDG6680,30,,24,7,,,B
367148470,2020-06-14T00:00:18,26.77881,-80.05368,0.0,0.0,511.0,MEGAN BEYEL,,WCZ2412,31,0,32,7,,,A
366941850,2020-06-14T00:00:28,29.77567,-95.10192,0.0,43.5,511.0,SAN LEANDRO,,WCW8516,31,12,22,9,,52,A
367058210,2020-06-14T00:00:32,48.30903,-122.76491,7.0,16.6,511.0,ISLAND SCOUT,IMO6728018,WDC6588,31,0,32,8,4.2,52,A
357002000,2020-06-14T00:00:03,26.48648,-115.57137,12.6,151.6,149.0,CLOVER,IMO9668386,3FFF8,70,0,199,32,13.0,,A
367541980,2020-06-14T00:00:01,30.27973,-89.02192,6.6,87.3,93.0,EUGENIE J HUGER,,WDG4974,31,12,22,,,,A
636016432,2020-06-14T00:00:31,38.47273,-74.43812,19.1,264.0,261.0,MSC ARUSHI R,IMO9244881,A8RL3,70,0,281,32,12.5,,A
338253279,2020-06-14T00:00:01,37.00883,-88.22363,0.4,45.2,511.0,GAYLE WYNDS,,,37,,,,,,B
367403140,2020-06-14T00:00:00,44.11109,-69.10350,0.0,287.3,511.0,CAPT RAY O'NEAL,,WDE8238,80,0,17,6,,0,A
477257400,2020-06-14T00:00:02,28.84731,-89.87539,0.0,346.2,150.0,NEW LAUREL,IMO9603192,VRNW5,80,1,333,60,22.5,,A
368097780,2020-06-14T00:00:19,29.92523,-90.20197,0.0,360.0,249.0,,,,,12,,,,,A
366014000,2020-06-14T00:00:01,29.15002,-90.20029,0.0,20.4,254.0,ODYSSEA KNIGHT,IMO9302279,KBAF,90,5,80,16,5.8,70,A
316006356,2020-06-14T00:00:00,48.41749,-123.39523,2.9,71.2,511.0,R N HODDER,,CFH8576,31,0,13,5,2.8,,A
316004039,2020-06-14T00:00:07,48.42317,-123.37094,0.0,360.0,511.0,MAPLE LEAF,,VA4KIU,60,,18,4,2.4,,B
368080950,2020-06-14T00:00:20,29.70620,-95.04786,0.1,314.9,284.0,,,,,5,,,,,A
366980230,2020-06-14T00:00:23,47.26681,-122.39727,0.0,115.9,129.0,LELA JOY,IMO7316460,WBP2597,31,0,25,7,3.3,32,A
367369920,2020-06-14T00:00:22,29.66838,-91.23373,5.1,37.8,511.0,HARRY B SETTOON,,WDE5658,31,15,15,6,,12,A
338109332,2020-06-14T00:00:20,27.68070,-82.72320,0.0,279.4,511.0,THINK B.I.G.,IMO0000000,J8Y3689,37,,0,0,,,B
563361000,2020-06-14T00:00:00,24.68442,-114.45116,15.6,305.2,307.0,,,,,0,,,,,A
368110510,2020-06-14T00:00:00,46.25106,-118.88142,0.3,219.6,511.0,,,,,0,,,,,A
377901107,2020-06-14T00:00:02,26.76791,-80.05119,0.0,344.7,272.0,,,,,5,,,,,A
367412830,2020-06-14T00:00:02,43.34473,-124.32104,0.0,334.7,171.0,,,,,0,,,,,A
636016801,2020-06-14T00:00:03,25.72431,-79.79565,10.6,186.6,190.0,,,,,0,,,,,A
367772272,2020-06-14T00:00:04,37.82895,-76.27887,0.1,210.4,511.0,,,,,15,,,,,A
368148840,2020-06-14T00:00:04,47.33868,-122.58861,0.0,51.8,131.0,TANGAROA,IMO0000000,WDL6243,37,,8,3,,,B
338365398,2020-06-14T00:00:05,32.71179,-117.23233,0.0,30.3,511.0,BLUEPRINT,IMO0000000,,37,,15,4,,,B
368092830,2020-06-14T00:00:08,29.68296,-91.17552,0.1,97.3,87.0,,,,,0,,,,,A
366986670,2020-06-14T00:00:09,29.78755,-95.06420,1.1,141.4,511.0,SARA K,,WBP4759,31,0,15,6,,31,A
368107670,2020-06-14T00:00:09,30.21711,-93.25920,0.0,111.8,511.0,,,,,5,,,,,A
219361000,2020-06-14T00:00:09,40.24825,-73.60859,13.3,142.3,142.0,,,,,0,,,,,A
368056740,2020-06-14T00:00:09,32.85519,-79.95212,0.0,74.6,234.0,,,,,0,,,,,A
367166240,2020-06-14T00:00:10,29.38099,-89.59534,0.0,312.7,511.0,,,,,15,,,,,A
368054460,2020-06-14T00:00:10,36.83725,-76.27084,0.0,17.9,511.0,,,,,0,,,,,A
367087310,2020-06-14T00:00:11,29.12663,-90.21682,0.0,135.0,166.0,,,,,5,,,,,A
338030000,2020-06-14T00:00:11,30.53121,-88.12077,0.0,315.3,183.0,,,,,5,,,,,A
366879000,2020-06-14T00:00:12,37.80884,-122.40679,0.0,291.1,355.0,JEREMIAH O'BRIEN,IMO5171749,KXCH,70,5,134,17,,73,A
367375360,2020-06-14T00:00:12,36.80436,-121.78517,0.0,184.3,91.0,,,,,8,,,,,A
255806184,2020-06-14T00:00:19,29.74753,-95.17641,0.0,220.3,79.0,,,,,5,,,,,A
367791410,2020-06-14T00:00:19,29.57091,-89.51135,0.1,21.6,511.0,,,,,0,,,,,A
368034540,2020-06-14T00:00:19,36.24191,-89.61715,4.5,101.0,96.0,,,,,12,,,,,A
367105070,2020-06-14T00:00:05,37.02032,-76.34420,0.0,0.0,511.0,LIONA KAI,,WDC9653,37,,9,3,,,B
367608420,2020-06-14T00:00:02,46.08973,-122.92931,0.0,0.0,511.0,PETER J BRIX,IMO9772905,WDH3546,31,0,23,8,,,A
367766820,2020-06-14T00:00:02,29.77199,-95.10199,0.0,288.4,279.0,NANCY MARIAN,,WDJ3314,31,5,,,,,A
367491710,2020-06-14T00:00:00,30.37105,-88.56437,0.0,160.5,511.0,SIGNET LEGEND,,WDF8130,31,0,17,7,,31,A
367548970,2020-06-14T00:00:07,47.67986,-122.40791,0.0,335.9,511.0,DOOZY,,WDG5665,37,,14,,,,B
367572430,2020-06-14T00:00:14,30.20467,-87.90630,2.5,46.6,511.0,MASTER MIKE,IMO8969692,WDG7944,30,,24,7,,,B
367424810,2020-06-14T00:52:24,33.73041,-118.09619,5.1,72.1,82.0,CUB,,WCZ5656,90,15,16,5,,,A
367129810,2020-06-14T00:00:04,33.42858,-118.50725,0.4,136.3,209.0,MED VIKING,,WDC2911,37,,12,,,,B
367103880,2020-06-14T00:00:01,47.98068,-122.22259,0.0,78.7,108.0,TRIUMPH,,WDC9555,31,0,22,7,,32,A
367767220,2020-06-14T00:00:29,28.39639,-96.51021,6.5,61.7,511.0,SYDNEY RAE,IMO8635825,WDJ3355,31,0,17,8,,52,A
366825190,2020-06-14T00:00:02,48.14054,-123.42561,1.6,298.7,303.0,PUGET SOUND,,WCZ5670,50,9,22,6,,50,A
367558180,2020-06-14T00:00:12,40.54517,-74.24665,0.0,165.1,48.0,POTOMAC,IMO9475806,WDG6546,31,0,30,10,4.0,,A
367601440,2020-06-14T00:00:05,29.14070,-90.20545,0.0,290.5,72.0,MR ERNIE,IMO9735696,WDH2812,90,5,53,10,,,A
366495000,2020-06-14T00:00:24,27.85315,-96.96396,0.1,300.9,62.0,OVERSEAS CHINOOK,IMO9432218,WNFQ,80,1,183,32,12.2,80,A
249652000,2020-06-14T00:00:32,18.42894,-66.10591,0.0,17.1,59.0,JS INEOS INDEPENDENC,IMO9744960,9HA4327,80,5,,,,,A
367743990,2020-06-14T00:00:18,25.79464,-80.14619,0.1,188.6,511.0,PERSISTENCE,,WDI8972,37,,,,,,B
538006404,2020-06-14T00:00:27,29.92337,-89.93094,0.0,172.2,283.0,LANKA JAYA,IMO9726231,V7MC5,70,5,199,32,13.0,,A
367348340,2020-06-14T00:00:14,47.65822,-122.38107,0.0,218.9,511.0,HARMONY I,IMO7917666,WDE4075,30,10,28,7,2.3,90,A
367479990,2020-06-14T00:00:02,48.11082,-122.75934,0.0,268.3,333.0,WSF KENNEWICK,IMO9618331,WDF6991,60,0,83,19,3.2,,A
319879000,2020-06-14T00:00:15,32.65242,-117.17035,0.0,282.7,234.0,ULYSSES,IMO9692545,ZGES2,,1,107,,,,A
316007654,2020-06-14T00:00:22,49.20309,-123.07066,2.8,256.9,257.0,GRANNY HUTCH,,,31,0,14,6,0.4,31,A
311000111,2020-06-14T00:00:17,37.79533,-122.52900,12.6,66.0,66.0,PEGASUS VOYAGER,IMO9665736,C6AP3,80,0,275,48,17.0,,A
367323780,2020-06-14T00:00:25,28.42600,-91.13769,0.1,178.3,511.0,MR COLBY,IMO8964575,WDE2343,90,0,38,9,3.2,70,A
367724430,2020-06-14T00:00:18,47.62986,-122.39516,0.0,360.0,511.0,WATER WINGS,,WDI7008,37,,,,,,B
338184386,2020-06-14T00:00:26,37.16320,-75.98754,0.1,310.9,511.0,ALLEGHENY,,,37,,15,,,,B
367701220,2020-06-14T00:00:25,39.74067,-90.62250,0.1,267.8,511.0,MISS MARY ANN,,WDI4703,31,15,16,,,,A
368437000,2020-06-14T00:52:24,31.90712,-117.43200,7.7,292.6,511.0,TOPGUN 80,,WDG6294,60,0,23,6,,,A
367614860,2020-06-14T00:00:26,29.78600,-95.08362,0.0,192.3,275.0,SHERIDAN A,,WDH9115,31,5,26,,,,A
367314810,2020-06-14T00:00:32,30.39843,-81.42769,0.0,0.0,45.0,MAYPORT,,WDD9681,50,0,15,5,,50,A
366693850,2020-06-14T00:00:27,26.08244,-80.11535,0.0,271.9,81.0,BROWARD,IMO9123568,WCU2633,31,0,30,12,4.4,,A
367606340,2020-06-14T00:00:34,59.82358,-149.56397,26.8,0.6,511.0,CALLISTO VOYAGER,IMO9759654,WDH3302,60,15,23,8,,,A
367693850,2020-06-14T00:00:33,43.65745,-70.24759,0.0,294.6,511.0,NANCY MCALLISTER,IMO8218914,WDI3971,31,0,32,10,4.6,52,A
367371250,2020-06-14T00:00:10,41.64402,-70.92127,0.0,307.0,2.0,HORIZON,IMO9551301,WDE5757,30,15,28,8,,,A
367093360,2020-06-14T00:00:12,57.77763,-152.41254,0.0,208.1,229.0,IRENE H,IMO8856792,WDI8462,30,7,20,6,,,A
636016969,2020-06-14T00:00:01,21.09032,-158.03992,1.3,250.1,157.0,MARMARA SEA,IMO9446116,D5IQ7,80,0,241,42,14.9,80,A
636017176,2020-06-14T00:00:11,29.21910,-94.55116,6.2,137.0,133.0,IRENES WAVE,IMO9331165,D5JQ7,70,0,276,40,14.0,70,A
367442170,2020-06-14T00:00:12,20.89747,-157.36189,7.2,137.6,511.0,PARADISE 2002,IMO8992443,WDF3629,30,,22,6,,,B
367705270,2020-06-14T00:00:06,43.36305,-124.20103,0.0,360.0,84.0,CASEY H,IMO8872289,WDI5111,31,0,23,8,,,A
367587440,2020-06-14T00:00:18,40.64422,-74.11336,0.0,129.8,511.0,PELHAM,IMO5108182,WDG9405,31,0,25,8,2.5,52,A
367725840,2020-06-14T00:00:29,37.04400,-76.56467,6.8,293.8,511.0,LUCKY D,IMO7114020,WDI7148,31,5,28,8,3.8,,A
319264000,2020-06-14T00:00:19,47.52553,-124.97873,15.2,353.8,354.0,CALEX,IMO9636814,ZGCT4,37,0,49,9,,,A
367625740,2020-06-14T00:00:29,48.75663,-122.50455,0.0,360.0,511.0,SARAH BROOKS,,WDH5221,37,,17,4,,,B
367004510,2020-06-14T00:00:33,29.96142,-90.39803,0.0,11.4,342.0,BAYOU BLACK,,WDA2716,31,15,18,7,,,A
538003268,2020-06-14T00:00:32,27.76243,-96.81870,10.4,235.0,238.0,SOUTHPORT,IMO9408530,V7PQ6,80,0,249,44,14.9,87,A
249652000,2020-06-14T00:00:32,18.42894,-66.10591,0.0,17.1,59.0,JS INEOS INDEPENDENC,IMO9744960,9HA4327,80,5,,,,,A
367680850,2020-06-14T00:00:00,34.80599,-76.68296,0.0,277.3,163.0,PLASTIC TOY,,WDI2702,37,,23,,,,B
366904380,2020-06-14T00:00:26,34.05761,-77.93755,3.6,10.3,11.0,COLONEL,IMO7717688,WDB4973,31,0,35,9,4.3,,A
366993510,2020-06-14T00:00:19,29.96360,-93.86358,0.0,309.6,511.0,LIL "D",,WDC2462,31,12,33,8,,,A
366138000,2020-06-14T00:00:28,29.13560,-90.20163,0.1,223.6,158.0,HARVEY DISCOVERY,IMO9388144,WDC9728,90,5,73,17,4.7,,A
368116690,2020-06-14T00:00:20,29.64298,-91.36489,8.4,283.8,511.0,,,,,0,,,,,A
367647210,2020-06-14T00:00:28,29.39913,-94.75413,0.1,326.9,225.0,ROBERT J SHEA,,WDH7341,31,0,25,,,,A
367016590,2020-06-14T00:00:20,29.38025,-89.59419,0.0,313.8,511.0,,,,,15,,,,,A
636016432,2020-06-14T00:00:02,38.47301,-74.43478,19.1,265.0,262.0,MSC ARUSHI R,IMO9244881,A8RL3,70,0,281,32,12.5,,A
376526000,2020-06-14T00:00:21,16.78370,-116.88784,12.1,98.1,102.0,,,,,0,,,,,A
319157700,2020-06-14T00:00:21,33.60265,-117.89802,5.6,140.2,138.0,,,,,15,,,,,A
366979510,2020-06-14T00:00:21,27.84006,-97.05961,0.0,360.0,511.0,,,,,5,,,,,A
367299720,2020-06-14T00:00:04,32.08078,-81.08568,0.0,279.2,511.0,SAVANNAH RIVER QUEEN,,WDD8559,60,5,38,8,,,A
338237772,2020-06-14T00:00:17,33.74714,-118.11711,0.0,212.3,511.0,SHARK BAIT,,,37,,,,,,B
367299860,2020-06-14T00:00:24,39.94463,-75.14002,0.0,237.7,22.0,GAZELA PRIMEIRO,,WTN7110,60,5,40,,,,A
367763450,2020-06-14T00:00:33,25.31155,-80.27963,0.0,289.1,511.0,SWEET BABY,,WDJ2963,37,0,,,,,A
366942020,2020-06-14T00:00:02,55.54877,-133.13110,0.8,348.9,333.0,ALISON H,,WX9885,31,15,19,6,,31,A
316023341,2020-06-14T00:00:10,42.17566,-81.11224,12.5,71.5,71.0,WHITEFISH BAY,IMO9639880,CFN6287,70,0,225,23,14.8,,A
368002860,2020-06-14T00:00:02,36.86942,-76.00590,0.0,8.4,79.0,CASI CIELO,,WDJ7059,37,5,32,,,,A
316050000,2020-06-14T00:00:06,43.21642,-79.20820,0.0,184.9,241.0,NGCC AMUNDSEN,IMO7510846,CGDT,90,5,98,19,7.2,51,A
367642480,2020-06-14T00:00:11,34.19424,-77.81046,0.0,150.9,511.0,CAMIE,IMO8334079,WDH6875,31,15,22,7,,52,A
367401960,2020-06-14T00:00:11,40.55810,-73.57053,2.5,68.9,511.0,CAJUN,IMO8334055,WDE8132,31,0,21,7,,,A
366938770,2020-06-14T00:00:06,44.83584,-87.38282,0.0,280.5,328.0,H LEE WHITE,IMO7366362,WZD2465,70,0,214,23,9.1,,A
316005715,2020-06-14T00:00:22,49.31117,-123.10689,0.0,211.2,511.0,SEASPAN HAWK,IMO9072408,VG6972,31,0,25,9,2.5,,A
338154612,2020-06-14T00:00:16,32.10528,-81.11929,0.3,225.3,511.0,WANDO,,,90,,,,,,B
366904350,2020-06-14T00:00:31,33.99430,-88.50793,0.0,360.0,511.0,HAMPSHIRE,,WDJ3189,31,0,14,6,,,A
367175740,2020-06-14T00:00:11,29.98862,-90.40184,0.0,125.3,511.0,WILKIN A FALGOUT,IMO7114161,WDD6648,31,0,32,9,3.8,31,A
367487020,2020-06-14T00:00:34,60.54846,-145.76800,0.0,230.7,23.0,RETRIEVER,IMO7938464,WDF7681,30,0,37,9,,,A
366963420,2020-06-14T00:00:34,38.90323,-90.20968,0.0,37.1,138.0,JAMES F NEAL,,WDB8736,31,0,41,14,,,A
367529420,2020-06-14T00:00:15,47.57236,-122.35618,0.1,277.6,511.0,ISLAND VENTURE,IMO7730525,WDG3765,31,0,31,10,3.7,0,A
367628640,2020-06-14T00:00:24,26.82705,-80.05840,0.0,280.4,511.0,TORTA,,WDH5510,37,,18,,,,B
367710770,2020-06-14T00:00:34,29.40396,-90.27314,3.6,178.5,511.0,CAPT BILL GUIDRY,,WDI5655,31,1,21,7,,57,A
368347000,2020-06-14T00:00:04,32.72374,-117.22711,0.0,360.0,511.0,VAGABOND,,WDD7520,60,0,21,6,,,A
367418240,2020-06-14T00:00:00,29.13129,-90.19414,0.0,161.1,342.0,CHERAMIE BOTRUC 40,IMO9447407,WNAO,90,0,70,17,4.6,90,A
367531640,2020-06-14T00:00:06,40.62946,-74.07176,0.1,28.7,511.0,FDNY M9B,,WDG3976,,0,,,,,A
366943490,2020-06-14T00:00:00,27.92279,-82.44643,0.1,187.1,55.0,SUWANNEE RIVER,IMO9207912,WCZ7163,31,15,27,15,4.8,52,A
366888840,2020-06-14T00:00:11,32.65374,-117.20755,0.3,296.2,511.0,SEA VOYAGER,IMO7417317,WCX9106,31,15,43,12,6.2,15,A
366950050,2020-06-14T00:00:06,34.61483,-76.64976,9.7,168.9,511.0,CAPT STACY IV,,WSX9253,60,,21,6,,,B
366986810,2020-06-14T00:00:21,44.06007,-91.66819,0.0,6.0,191.0,SULAND,,WDC2035,31,15,17,6,,,A
367574630,2020-06-14T00:00:22,30.25366,-81.67743,0.0,328.7,511.0,UNTIDE,,WDG8161,37,,17,,,,B
367479990,2020-06-14T00:00:01,48.11082,-122.75934,0.0,268.3,333.0,WSF KENNEWICK,IMO9618331,WDF6991,60,0,83,19,3.2,,A
368006490,2020-06-14T00:00:33,34.71977,-76.69469,0.0,271.4,511.0,PETER G TURECAMO,IMO7029902,WDJ7417,31,0,32,9,4.5,,A
367321320,2020-06-14T00:00:02,34.18878,-119.22922,0.0,0.0,511.0,MAKAI,,WDE2167,37,,,,,,B
316013431,2020-06-14T00:00:19,48.41466,-123.38624,0.0,220.7,246.0,PACIFIC SCOUT,,,,15,19,6,2.9,,A
367047270,2020-06-14T00:00:10,46.05078,-122.88104,5.8,168.8,169.0,LIBERTY,,WDC5845,31,0,31,10,,31,A
367687560,2020-06-14T00:00:15,38.77572,-76.56353,0.0,189.9,511.0,AVALON,,WDI3365,37,,11,,,,B
366971520,2020-06-14T00:00:19,28.85641,-96.03019,0.0,282.6,511.0,JERRY W TICHENOR,IMO8992144,WDB9187,31,0,20,9,,57,A
366963010,2020-06-14T00:00:10,38.73551,-90.15778,2.6,210.2,206.0,MIDLAND,,WDB8699,31,12,39,13,,,A
367655380,2020-06-14T00:00:23,38.26046,-85.75516,3.9,90.2,511.0,ELEANOR,IMO8836675,WDH8171,31,0,45,10,,31,A
367452180,2020-06-14T00:00:17,41.16898,-72.40861,9.3,74.5,74.0,DENALI,IMO9592185,WDI8455,31,12,38,11,4.1,57,A
367052120,2020-06-14T00:00:29,29.37547,-94.86752,0.0,273.2,283.0,JAMES L OBERSTAR,,WDC6154,31,12,25,9,,,A
333333333,2020-06-14T00:00:23,26.34248,-80.07730,0.3,360.0,511.0,M/Y GOOD TIMES,IMO0000000,,37,,0,0,,,B
367431130,2020-06-14T00:00:18,29.21049,-93.28423,6.6,163.2,511.0,NIKOLA,,WDF2719,90,0,33,9,,57,A
338237143,2020-06-14T00:00:19,32.70819,-117.22606,8.1,218.7,511.0,YVONNE LOUISE,,,37,,,,,,B
368145060,2020-06-14T00:00:25,58.73540,-156.93356,0.0,349.7,511.0,,,,,0,,,,,A
338210432,2020-06-14T00:00:03,33.46228,-117.70261,0.0,264.6,511.0,ALI-BYE,,,37,,,,,,B
366961230,2020-06-14T00:00:31,30.45134,-91.19350,0.2,122.6,2.0,INLAND STAR,,WDH5465,31,0,16,6,,,A
368075010,2020-06-14T00:00:24,40.85598,-73.64700,0.0,360.0,511.0,LADY BIRD,IMO0000000,WDK6484,37,,21,9,,,B
366951960,2020-06-14T00:00:06,38.72348,-77.01949,0.0,0.0,511.0,POLARIS,,WCK4709,37,,13,3,,,B
368017000,2020-06-14T00:00:26,60.21861,-146.68830,1.3,148.4,138.0,,,,,0,,,,,A
367002660,2020-06-14T00:00:32,42.49070,-73.78614,0.0,276.3,198.0,SAPPHIRE COAST,IMO8109723,WDJ2691,31,0,38,12,5.6,,A
367593540,2020-06-14T00:00:10,38.97372,-76.48487,0.1,300.7,328.0,MADCAP,IMO8745058,WDH2016,37,5,34,7,2.6,37,A
369209000,2020-06-14T00:52:25,33.34836,-122.02969,23.5,98.7,95.0,,,,,0,,,,,A
367375120,2020-06-14T00:00:20,60.54446,-145.76488,0.0,0.0,95.0,PACIFIC SOJOURN,IMO8856431,WDE6045,30,0,18,7,,,A
367085340,2020-06-14T00:00:00,59.60560,-151.42442,0.0,0.0,511.0,GUARDIAN,IMO8852629,WDC8335,30,0,26,9,,30,A
366757000,2020-06-14T00:00:04,29.58556,-90.37490,0.0,298.4,511.0,DEEPSTIM BRASIL II,IMO9619880,WDG3712,90,5,84,18,6.4,,A
367689990,2020-06-14T00:00:02,33.73545,-118.27671,4.4,181.8,511.0,HARBOR KING,,WDI3598,60,0,18,7,,60,A
338136963,2020-06-14T00:00:01,27.67503,-82.75176,30.2,92.9,511.0,HAT TRICK,,,49,,18,,,,B
366962960,2020-06-14T00:00:19,38.53891,-90.25007,0.1,178.5,36.0,LEE SYNNOTT,,WDB8695,31,15,48,12,,,A
366978440,2020-06-14T00:00:28,46.73711,-92.08994,0.0,344.0,511.0,MISSOURI,,WAI9279,31,0,26,7,,52,A
366972430,2020-06-14T00:00:23,29.78149,-95.09919,0.0,264.5,511.0,CHARLES B BOONE,,WBC3748,31,0,15,6,,,A
316003448,2020-06-14T00:00:14,48.95019,-125.55687,0.0,239.9,98.0,ARCTIC OCEAN,IMO8803290,CZ5166,30,7,20,7,3.8,30,A
368005880,2020-06-14T00:00:19,29.95629,-90.29426,0.0,91.1,511.0,LOUISIANA STRONG,,WDJ7352,,0,,,,,A
367327540,2020-06-14T00:00:01,30.07511,-94.06069,0.0,207.9,123.0,KEITH GELVIN,,WDE2629,31,5,26,9,,,A
367120060,2020-06-14T00:00:19,36.97107,-76.41557,0.0,0.2,511.0,BEACHCOMBER,IMO7944827,WDD2799,30,,20,6,,,B
316026464,2020-06-14T00:00:03,49.24340,-123.28823,0.4,28.6,120.0,RIVER STAR,,,31,0,10,4,0.9,,A
367397990,2020-06-14T00:00:21,29.78031,-92.18617,0.0,327.9,511.0,MR MAG,IMO8964678,WDH7822,60,0,42,8,,60,A
367190250,2020-06-14T00:00:28,43.10934,-70.79778,4.9,311.2,511.0,TOWN POINT,IMO7110854,WBK3245,31,5,28,8,4.5,52,A
368016260,2020-06-14T00:00:00,29.92329,-93.09940,0.0,360.0,511.0,,,,,3,,,,,A
366866280,2020-06-14T00:00:22,29.22828,-90.21392,0.0,312.8,511.0,AMETHYST,IMO9269817,WDA9537,60,0,47,9,,60,A
367423260,2020-06-14T00:00:30,29.57676,-90.59997,5.8,264.7,511.0,WILLIAM,,WDF2392,31,0,21,9,,31,A
366515000,2020-06-14T00:00:01,28.92346,-90.30545,10.9,45.2,47.0,BLUE TARPON,IMO9529906,WNSD,90,0,91,18,4.5,90,A
367417740,2020-06-14T00:00:04,37.83778,-122.30889,0.0,360.0,511.0,CAREGG,,WDE9481,37,,14,4,,,B
566039000,2020-06-14T00:00:32,20.21261,-109.83448,12.6,121.7,122.0,ATLANTIC MEXICO,IMO9578775,9V9007,70,0,189,32,12.8,,A
338640000,2020-06-14T00:00:16,39.26508,-76.57129,0.0,240.1,266.0,RESOLVE,IMO9080297,WCZ5535,70,5,189,32,10.2,79,A
